Report Key,Entry Key,Report Name,Report ID,Transaction Date [Old],Transaction Date,Sent for Payment Date,Employee ID,Department Code,Department,Project Code,Legal Entity (Employee profile),Expense Type,Purpose,Vendor,Payment Type,Credit Card Account Key,Last Four Account Digits,Approved Amount (USD),Reporting Currency,Expense Amount (transaction currency),Transaction Currency,Approved Amount,Reimbursement Currency,Account Code 1,HCP Attendee,Exception Text,Month and Year,Cost Centre Lookup,GL Account,,
58213,658573,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Mar 9, 2024 12:00:00 AM","Mar 9, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Mobile/Cellular Phone,Constellation IS Workshops,At&t,Personal Card/Cash,,,60.00,USD,60,USD,60,USD,650500,,,May-24, IS Corporate,650500 - Cellular/Telecom Expense,,
58213,658576,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 13, 2024 12:00:00 AM","Apr 13, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Mobile/Cellular Phone,Constellation IS Workshops,At&t,Personal Card/Cash,,,60.00,USD,60,USD,60,USD,650500,,,May-24, IS Corporate,650500 - Cellular/Telecom Expense,,
58213,661978,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 6, 2024 12:00:00 AM","Apr 6, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,228.08,USD,228.08,USD,228.08,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661979,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 7, 2024 12:00:00 AM","Apr 7, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,172.19,USD,172.19,USD,172.19,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661980,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 8, 2024 12:00:00 AM","Apr 8, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,172.19,USD,172.19,USD,172.19,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661981,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 9, 2024 12:00:00 AM","Apr 9, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,205.79,USD,205.79,USD,205.79,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661982,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 10, 2024 12:00:00 AM","Apr 10, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,216.81,USD,216.81,USD,216.81,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661983,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 11, 2024 12:00:00 AM","Apr 11, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,183.36,USD,183.36,USD,183.36,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661984,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 12, 2024 12:00:00 AM","Apr 12, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Hotel,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,205.79,USD,205.79,USD,205.79,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
58213,661986,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 13, 2024 12:00:00 AM","Apr 13, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Employee Meal - Snacks,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,19.01,USD,19.01,USD,19.01,USD,620100,,,May-24, IS Corporate,620100 - Employee Meals/Activities,,
58213,661988,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 13, 2024 12:00:00 AM","Apr 13, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Tips/Gratuities,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,5.59,USD,5.59,USD,5.59,USD,780700,,,May-24, IS Corporate,780700 - Other Misc Expense,,
58213,662005,Constellation - April Workshops,7FEB7D7728A6491B8DF5,"Apr 13, 2024 12:00:00 AM","Apr 13, 2024","May 7, 2024 12:00:00 AM",7268,65180,65180,,2101,Miscellaneous,Constellation IS Workshops,MESPIL HOTEL,Bank of America Corporate Card,3683,9394,28.18,USD,28.18,USD,28.18,USD,780700,,,May-24, IS Corporate,780700 - Other Misc Expense,,
59113,678047,Cbad -Charge to Facilities 64100,5C90DC1999D94E238516,"May 7, 2024 12:00:00 AM","May 7, 2024","May 29, 2024 12:00:00 AM",4846,65180,65180,,2101,Hotel,GWP Meetings - Charge to Cost Center 64100,COSTA PACIFIC TAPESTRY,Bank of America Corporate Card,3613,6475,259.00,USD,259,USD,259,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
59113,678048,Cbad -Charge to Facilities 64100,5C90DC1999D94E238516,"May 7, 2024 12:00:00 AM","May 7, 2024","May 29, 2024 12:00:00 AM",4846,65180,65180,,2101,Hotel Tax,GWP Meetings - Charge to Cost Center 64100,COSTA PACIFIC TAPESTRY,Bank of America Corporate Card,3613,6475,93.92,USD,93.92,USD,93.92,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
59113,678049,Cbad -Charge to Facilities 64100,5C90DC1999D94E238516,"May 8, 2024 12:00:00 AM","May 8, 2024","May 29, 2024 12:00:00 AM",4846,65180,65180,,2101,Hotel,GWP Meetings - Charge to Cost Center 64100,COSTA PACIFIC TAPESTRY,Bank of America Corporate Card,3613,6475,269.00,USD,269,USD,269,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
59113,678050,Cbad -Charge to Facilities 64100,5C90DC1999D94E238516,"May 8, 2024 12:00:00 AM","May 8, 2024","May 29, 2024 12:00:00 AM",4846,65180,65180,,2101,Hotel Tax,GWP Meetings - Charge to Cost Center 64100,COSTA PACIFIC TAPESTRY,Bank of America Corporate Card,3613,6475,95.22,USD,95.22,USD,95.22,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
59260,686349,Constellation May Expenses,E221AE1D86D7408982B1,"May 12, 2024 12:00:00 AM","May 12, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Taxi,Constellation May Meetings,Lyft,Personal Card/Cash,,,70.58,USD,70.58,USD,70.58,USD,640800,,,May-24, IS Corporate,640800 - Automobile/Tolls/Parking,,
59260,686350,Constellation May Expenses,E221AE1D86D7408982B1,"May 17, 2024 12:00:00 AM","May 17, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Taxi,Constellation May Meetings,Lyft,Personal Card/Cash,,,86.28,USD,86.28,USD,86.28,USD,640800,,,May-24, IS Corporate,640800 - Automobile/Tolls/Parking,,
59260,686352,Constellation May Expenses,E221AE1D86D7408982B1,"Apr 7, 2024 12:00:00 AM","Apr 7, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Mobile/Cellular Phone,Constellation May Meetings,att,Personal Card/Cash,,,60.00,USD,60,USD,60,USD,650500,,,May-24, IS Corporate,650500 - Cellular/Telecom Expense,,
60202,688435,May Expenses (05/01/2024),DD9EED070BED4BCEA429,"May 21, 2024 12:00:00 AM","May 21, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Hotel,ISLT meeting,Westin Hotels and Resorts,Bank of America Corporate Card,3215,7492,199.00,USD,199,USD,199,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
60202,688436,May Expenses (05/01/2024),DD9EED070BED4BCEA429,"May 21, 2024 12:00:00 AM","May 21, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Hotel Tax,ISLT meeting,Westin Hotels and Resorts,Bank of America Corporate Card,3215,7492,27.37,USD,27.37,USD,27.37,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
60202,688437,May Expenses (05/01/2024),DD9EED070BED4BCEA429,"May 22, 2024 12:00:00 AM","May 22, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Hotel,ISLT meeting,Westin Hotels and Resorts,Bank of America Corporate Card,3215,7492,199.00,USD,199,USD,199,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
60202,688438,May Expenses (05/01/2024),DD9EED070BED4BCEA429,"May 22, 2024 12:00:00 AM","May 22, 2024","May 30, 2024 12:00:00 AM",7419,65180,65180,,2101,Hotel Tax,ISLT meeting,Westin Hotels and Resorts,Bank of America Corporate Card,3215,7492,27.37,USD,27.37,USD,27.37,USD,640300,,,May-24, IS Corporate,640300 - Lodging,,
57879,655900,April Expenses (01/04/2024),81FF11EC14E046E4BB47,"Apr 30, 2024 12:00:00 AM","Apr 30, 2024","May 31, 2024 12:00:00 AM",7376,65180,65180,,3115,Personal Expense,,PRET A MANGER,Bank of America Corporate Card,2872,5728,14.93,USD,11.89,GBP,11.89,GBP,143200,,,May-24, IS Corporate,143200 - Due from Employees,,
52237,590303,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Taxi,Gartner Analytics Conference,UBER   TRIP,Bank of America Corporate Card,3946,1161,41.95,USD,41.95,USD,41.95,USD,640800,,,May-24, IS Enterprise Data & Analytics,640800 - Automobile/Tolls/Parking,,
52237,590322,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Employee Meal - Breakfast,Gartner Analytics Conference,694MAINSTREETMARKET@MC,Bank of America Corporate Card,3946,1161,14.44,USD,14.44,USD,14.44,USD,620100,,,May-24, IS Enterprise Data & Analytics,620100 - Employee Meals/Activities,,
52237,590333,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Employee Meal - Dinner,Gartner Analytics Conference,SHERATON DOLPHIN DININ,Bank of America Corporate Card,3946,1161,48.47,USD,48.47,USD,48.47,USD,620100,,,May-24, IS Enterprise Data & Analytics,620100 - Employee Meals/Activities,,
52237,590338,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Taxi,Gartner Analytics Conference,UBER   TRIP,Bank of America Corporate Card,3946,1161,6.29,USD,6.29,USD,6.29,USD,640800,,,May-24, IS Enterprise Data & Analytics,640800 - Automobile/Tolls/Parking,,
52237,590340,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Employee Meal - Snacks,Gartner Analytics Conference,PVD NAPATREE MRK,Bank of America Corporate Card,3946,1161,4.99,USD,4.99,USD,4.99,USD,620100,,,May-24, IS Enterprise Data & Analytics,620100 - Employee Meals/Activities,,
52237,592089,March Expenses,3382A4F809D14B23A137,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Employee Meal - Dinner,Gartner Analytics Conference,TST  LEYE - SUMMER HOU,Bank of America Corporate Card,3946,1161,55.54,USD,55.54,USD,55.54,USD,620100,,,May-24, IS Enterprise Data & Analytics,620100 - Employee Meals/Activities,,
52237,594039,March Expenses,3382A4F809D14B23A137,"Mar 14, 2024 12:00:00 AM","Mar 14, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Taxi,Gartner Analytics Conference,UBER   TRIP,Bank of America Corporate Card,3946,1161,35.70,USD,35.7,USD,35.7,USD,640800,,,May-24, IS Enterprise Data & Analytics,640800 - Automobile/Tolls/Parking,,
52237,594040,March Expenses,3382A4F809D14B23A137,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Parking,Gartner Analytics Conference,LAZ PARKING L05222,Bank of America Corporate Card,3946,1161,96.00,USD,96,USD,96,USD,640800,,,May-24, IS Enterprise Data & Analytics,640800 - Automobile/Tolls/Parking,,
52237,595146,March Expenses,3382A4F809D14B23A137,"Mar 14, 2024 12:00:00 AM","Mar 14, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Employee Meal - Dinner,Gartner Analytics Conference,PY  SUNSHINE DINER,Bank of America Corporate Card,3946,1161,43.00,USD,43,USD,43,USD,620100,,,May-24, IS Enterprise Data & Analytics,620100 - Employee Meals/Activities,,
52237,617229,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Hotel,Gartner Analytics Conference,Westin Hotels and Resorts,Bank of America Corporate Card,3946,1161,321.00,USD,321,USD,321,USD,640300,,,May-24, IS Enterprise Data & Analytics,640300 - Lodging,,
52237,617230,March Expenses,3382A4F809D14B23A137,"Mar 11, 2024 12:00:00 AM","Mar 11, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Hotel Tax,Gartner Analytics Conference,Westin Hotels and Resorts,Bank of America Corporate Card,3946,1161,68.26,USD,68.26,USD,68.26,USD,640300,,,May-24, IS Enterprise Data & Analytics,640300 - Lodging,,
52237,617231,March Expenses,3382A4F809D14B23A137,"Mar 12, 2024 12:00:00 AM","Mar 12, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Hotel,Gartner Analytics Conference,Westin Hotels and Resorts,Bank of America Corporate Card,3946,1161,321.00,USD,321,USD,321,USD,640300,,,May-24, IS Enterprise Data & Analytics,640300 - Lodging,,
52237,617232,March Expenses,3382A4F809D14B23A137,"Mar 12, 2024 12:00:00 AM","Mar 12, 2024","May 1, 2024 12:00:00 AM",38100,65115,65115,,2101,Hotel Tax,Gartner Analytics Conference,Westin Hotels and Resorts,Bank of America Corporate Card,3946,1161,68.26,USD,68.26,USD,68.26,USD,640300,,,May-24, IS Enterprise Data & Analytics,640300 - Lodging,,
56994,645370,April Expenses (04/01/2024),58E8EFECF3CD4B1DB142,"Apr 22, 2024 12:00:00 AM","Apr 22, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Office Equipment/Hardware,Print Services,CBSC CAPITAL INC,Bank of America Corporate Card,420,5914,2467.81,USD,"3,319.68",CAD,"2,467.81",USD,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
47683,518127,January Expenses (01/01/2024),9D3B51E5B46D441EBB17,"Jan 17, 2024 12:00:00 AM","Jan 17, 2024","May 2, 2024 12:00:00 AM",4157,65140,65140,,2101,Professional Subscriptions/Dues,Annual renewal fee for Apple Developer Account,APPLE.COM/US,Bank of America Corporate Card,540,5591,99.00,USD,99,USD,99,USD,620200,,,May-24, IS Enterprise Delivery & End User Services,620200 - Employee Memberships/Dues,,
53344,590306,March Expenses (03/01/2024),E4874FD7A13648D49EF8,"Mar 12, 2024 12:00:00 AM","Mar 12, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Office Equipment/Hardware,New Hire Laptop/iPad Boxes,ULINE   SHIP SUPPLIES,Bank of America Corporate Card,420,5914,910.54,USD,910.54,USD,910.54,USD,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
53344,593100,March Expenses (03/01/2024),E4874FD7A13648D49EF8,"Mar 14, 2024 12:00:00 AM","Mar 14, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Tuition/Training Reimbursement,Ongoing Personal Development,MasterClass,Personal Card/Cash,,,240.00,USD,240,USD,240,USD,620400,,,May-24, IS Enterprise Delivery & End User Services,620400 - Training & Development,,
53344,609807,March Expenses (03/01/2024),E4874FD7A13648D49EF8,"Mar 26, 2024 12:00:00 AM","Mar 26, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Office Equipment/Hardware,Computer Repair,DMI  DELL HIGHER EDUC,Bank of America Corporate Card,420,5914,106.20,USD,106.2,USD,106.2,USD,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
56994,641786,April Expenses (04/01/2024),58E8EFECF3CD4B1DB142,"Apr 19, 2024 12:00:00 AM","Apr 19, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Office Equipment/Hardware,Print Services,SYNNEX,Bank of America Corporate Card,420,5914,187.18,USD,187.18,USD,187.18,USD,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
56994,645369,April Expenses (04/01/2024),58E8EFECF3CD4B1DB142,"Apr 24, 2024 12:00:00 AM","Apr 24, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Office Equipment/Hardware,Print Services,ULINE   SHIP SUPPLIES,Bank of America Corporate Card,420,5914,920.54,USD,920.54,USD,920.54,USD,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
56994,655502,April Expenses (04/01/2024),58E8EFECF3CD4B1DB142,"Apr 30, 2024 12:00:00 AM","Apr 30, 2024","May 2, 2024 12:00:00 AM",4452,65140,65140,,2101,Mobile/Cellular Phone,Mobile Phone,AT&T,Personal Card/Cash,,,34.27,USD,34.27,USD,34.27,USD,650500,,,May-24, IS Enterprise Delivery & End User Services,650500 - Cellular/Telecom Expense,,
59006,668591,AT&T Bill April,B0BC66C96BCE48719031,"Apr 23, 2024 12:00:00 AM","Apr 23, 2024","May 14, 2024 12:00:00 AM",4751,65140,65140,,2101,Mobile/Cellular Phone,ATT April BIll,ATT,Personal Card/Cash,,,78.17,USD,78.17,USD,78.17,USD,650500,,,May-24, IS Enterprise Delivery & End User Services,650500 - Cellular/Telecom Expense,,
57436,653885,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 26, 2024 12:00:00 AM","Apr 26, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Professional Subscriptions/Dues,Efax Personal Accounts,CCSI EFAX,Bank of America Corporate Card,3000,1892,46.32,USD,42,EUR,37.02,GBP,620200,,,May-24, IS Enterprise Delivery & End User Services,620200 - Employee Memberships/Dues,,
57436,649828,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 3, 2024 12:00:00 AM","Apr 3, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Fuel,KSP Site Visit for AV/VC Project,ESSO GOOD COMPANIONS,Bank of America Corporate Card,3000,1892,37.73,USD,30,GBP,30,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
57436,649829,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 4, 2024 12:00:00 AM","Apr 4, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Tolls/Road Charges,KSP Site Visit for AV/VC Project,WWW.GOV.UK/PAY-DARTFOR,Bank of America Corporate Card,3000,1892,6.33,USD,5,GBP,5,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
57436,649830,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 21, 2024 12:00:00 AM","Apr 21, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Professional Subscriptions/Dues,Efax Personal Accounts,CCSI EFAX,Bank of America Corporate Card,3000,1892,16.34,USD,13.2,GBP,13.2,GBP,620200,,,May-24, IS Enterprise Delivery & End User Services,620200 - Employee Memberships/Dues,,
57436,649831,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 22, 2024 12:00:00 AM","Apr 22, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Professional Subscriptions/Dues,Efax Personal Accounts,CCSI EFAX,Bank of America Corporate Card,3000,1892,16.33,USD,13.2,GBP,13.2,GBP,620200,,,May-24, IS Enterprise Delivery & End User Services,620200 - Employee Memberships/Dues,,
57436,649832,April 2024 Expenses,39CB973A5BFB4ACFBCE8,"Apr 5, 2024 12:00:00 AM","Apr 5, 2024","May 23, 2024 12:00:00 AM",8128,65140,65140,,3101,Employee Meal - Dinner,KSP Site Visit for AV/VC Project,UBER  EATS,Bank of America Corporate Card,3000,1892,50.79,USD,40.18,GBP,40.18,GBP,620100,,,May-24, IS Enterprise Delivery & End User Services,620100 - Employee Meals/Activities,,
52750,582440,Statement Report 02/28 - 03/27,1B8750607A114C8A875E,"Mar 5, 2024 12:00:00 AM","Mar 5, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,IT Supplies,Power cable for Neet boards,AMAZON  204-8019000-32,Bank of America P-Card,2961,5000,25.97,USD,20.46,GBP,20.46,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
52750,584432,Statement Report 02/28 - 03/27,1B8750607A114C8A875E,"Mar 6, 2024 12:00:00 AM","Mar 6, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Equipment/Hardware,Whiteboard,AMAZON  204-1255011-48,Bank of America P-Card,2961,5000,31.75,USD,24.99,GBP,24.99,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
53390,591102,March,8767F31B00A74DEEBE48,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Personal Car Mileage,Site Visit,,Personal Card/Cash,,,17.85,USD,13.95,GBP,13.95,GBP,640100,,,May-24, IS Enterprise Delivery & End User Services,640100 - Airfare/Rail,,
53390,591105,March,8767F31B00A74DEEBE48,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Train,Site Visit,Trainline,Bank of America Corporate Card,3067,3332,37.28,USD,29.14,GBP,29.14,GBP,640100,,,May-24, IS Enterprise Delivery & End User Services,640100 - Airfare/Rail,,
53390,591116,March,8767F31B00A74DEEBE48,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Public Transport,Site Visit,TFL TRAVEL CH,Bank of America Corporate Card,3067,3332,8.57,USD,6.7,GBP,6.7,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
53390,597425,March,8767F31B00A74DEEBE48,"Mar 13, 2024 12:00:00 AM","Mar 13, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Parking,Site Visit,PBP GREATER ANGLIA,Bank of America Corporate Card,3067,3332,12.15,USD,9.5,GBP,9.5,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
52750,597977,Statement Report 02/28 - 03/27,1B8750607A114C8A875E,"Mar 15, 2024 12:00:00 AM","Mar 15, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Equipment/Hardware,Ink Cartridge,AMAZON  204-6455722-74,Bank of America P-Card,2961,5000,31.88,USD,25,GBP,25,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55229,618595,April,9812147781194E8AB882,"Apr 10, 2024 12:00:00 AM","Apr 10, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Personal Car Mileage,Site Visit,,Personal Card/Cash,,,135.76,USD,107.1,GBP,107.1,GBP,640100,,,May-24, IS Enterprise Delivery & End User Services,640100 - Airfare/Rail,,
55372,619509,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 2, 2024 12:00:00 AM","Apr 2, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Ink for printer (wrong ink being returned),AMAZON  204-1118127-32,Bank of America P-Card,2961,5000,53.91,USD,42.96,GBP,42.96,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55372,620902,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 3, 2024 12:00:00 AM","Apr 3, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Ink for Printer,Amazon.co.uk HE5VT1LR4,Bank of America P-Card,2961,5000,80.83,USD,64.28,GBP,64.28,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55372,621814,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 3, 2024 12:00:00 AM","Apr 3, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Ink for printer credit wrong ink,AMAZON  204-6455722-74,Bank of America P-Card,2961,5000,-26.38,USD,-20.98,GBP,-20.98,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55372,624431,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 5, 2024 12:00:00 AM","Apr 5, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Ink for printer,AMAZON  204-4726940-20,Bank of America P-Card,2961,5000,40.28,USD,31.87,GBP,31.87,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55372,627460,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 8, 2024 12:00:00 AM","Apr 8, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Incorrect Ink for printer,AMAZON  204-1118127-32,Bank of America P-Card,2961,5000,-25.23,USD,-19.99,GBP,-19.99,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55372,629926,Statement Report 03/28 - 04/27,BA6EC5CE20B4406C8A9F,"Apr 10, 2024 12:00:00 AM","Apr 10, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Office Supplies/Software,Incorrect ink for printer,AMAZON  204-1118127-32,Bank of America P-Card,2961,5000,-22.13,USD,-17.46,GBP,-17.46,GBP,630100,,,May-24, IS Enterprise Delivery & End User Services,630100 - Office Supplies,,
55229,634940,April,9812147781194E8AB882,"Apr 19, 2024 12:00:00 AM","Apr 19, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Personal Car Mileage,Site Visit,,Personal Card/Cash,,,17.38,USD,13.95,GBP,13.95,GBP,640100,,,May-24, IS Enterprise Delivery & End User Services,640100 - Airfare/Rail,,
55229,634941,April,9812147781194E8AB882,"Apr 19, 2024 12:00:00 AM","Apr 19, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Public Transport,Site Visit,TFL TRAVEL CH,Bank of America Corporate Card,3067,3332,7.09,USD,5.7,GBP,5.7,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
55229,634942,April,9812147781194E8AB882,"Apr 19, 2024 12:00:00 AM","Apr 19, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Train,Site Visit,Trainline,Bank of America Corporate Card,3067,3332,36.24,USD,29.15,GBP,29.15,GBP,640100,,,May-24, IS Enterprise Delivery & End User Services,640100 - Airfare/Rail,,
55229,634943,April,9812147781194E8AB882,"Apr 19, 2024 12:00:00 AM","Apr 19, 2024","May 2, 2024 12:00:00 AM",6935,65140,65140,,3115,Parking,Site Visit,PBP GREATER ANGLIA,Bank of America Corporate Card,3067,3332,5.97,USD,4.8,GBP,4.8,GBP,640800,,,May-24, IS Enterprise Delivery & End User Services,640800 - Automobile/Tolls/Parking,,
